,Building ID,X36 NPV_x,Estimated Build Cost,Profit Including Build Cost,Latitude,Longitude,State,Number of Accounts,Street Address,Postal Code,Net Classification,Type
0,Bldg-430143,480159.37,35981.5,444177.87,39.7532239,-105.000157,CO,4,1701 Wynkoop St,80202,On-Net,Office - Multi Tenant
4,Bldg-519433,357294.76,14366.5,342928.26,39.857675799999996,-104.5833434,CO,1,N. Imboden and E 88th Ave,80223,Fiber Only,Splice Point
5,Bldg-158872,319506.62,22971.4,296535.22,39.6543983,-104.9806934,CO,2,501 E Hampden Ave,80113,Fiber Only,Hospital
7,Bldg-158866,334458.16000000003,49844.5,284613.66000000003,39.7470859,-104.9665747,CO,3,1719 E 19th Ave,80218,Fiber Only,Hospital
10,Bldg-266860,242771.91000000003,18408.4,224363.51000000004,39.6172796,-104.8997303,CO,5,7600 Landmark Way,80111,Fiber Only,Residential - Multi Tenant
15,Bldg-483657,246851.43,36706.3,210145.13,39.915665000000004,-104.98240190000001,CO,3,12051 Pennsylvania St,80241,Fiber Only,Office - Multi Tenant
18,Bldg-456892,212936.72,15273.25,197663.47,39.6311101,-104.88462520000002,CO,1,4700 S Yosemite St,80111,Fiber Only,High School
19,Bldg-082112,213358.5,24228.7,189129.8,39.7038796,-104.94009170000001,CO,3,720 S Colorado Blvd,80246,Fiber Only,Office - Multi Tenant
22,Bldg-520588,212479.48,37920.7,174558.78000000003,39.754448,-105.00062,CO,6,1750 Wewatta St,80202,Fiber Only,Retail - Multi Tenant
28,Bldg-223981,172557.64,22448.95,150108.69,39.684234000000004,-105.025726,CO,2,1825 S Federal Blvd,80219,Fiber Only,Middle School
30,Bldg-223997,171394.09000000003,21837.85,149556.24000000002,39.758569,-105.016686,CO,2,2417 W 29th Ave,80211,Fiber Only,Middle School
32,Bldg-519346,161229.22,12400.0,148829.22,39.8562375,-104.7317643,CO,1,8713 N Quincy St,80249,Fiber Only,Office - Single Tenant
33,Bldg-223956,176448.55000000002,29622.4,146826.15000000002,39.776022,-104.853313,CO,2,11200 E 45th Ave,80239,Fiber Only,High School
35,Bldg-497783,174313.16,27924.4,146388.76,39.7460198,-105.0075422,CO,1,890 Auraria Pkwy,80204,Fiber Only,Office - Multi Tenant
36,Bldg-224052,167977.27000000002,29516.5,138460.77000000002,39.78221,-105.00671499999999,CO,2,4735 Pecos St,80211,Fiber Only,Elementary School
38,Bldg-133824,156480.1,18943.45,137536.65,39.737324,-104.981427,CO,2,1301 Pennsylvania St,80203,Fiber Only,Office - Multi Tenant
40,Bldg-481035,190373.53,63755.8,126617.73,39.7203203,-104.9525594,CO,1,299 Milwaukee St,80206,Fiber Only,Office - Multi Tenant
41,Bldg-502202,136384.47,12400.0,123984.47,39.76883529999999,-104.8762838,CO,3,6240 Smith Rd,80216,Fiber Only,Office - Multi Tenant
44,Bldg-523522,130106.64,12400.0,117706.64,39.624390000000005,-104.90441770000001,CO,2,7001 E Belleview Ave,80237,Fiber Only,Office - Multi Tenant
46,Bldg-243425,194057.47,76983.1,117074.37,39.7595915,-104.99932140000001,CO,1,2905 Inca St,80202,Fiber Only,Residential - Multi Tenant
47,Bldg-133880,156480.1,40648.3,115831.8,39.91707460000001,-105.0004098,CO,2,1120 W 122nd Ave,80234,Fiber Only,Office - Multi Tenant
49,Bldg-498049,126977.86,12400.0,114577.86,39.67201370000001,-104.9591473,CO,3,2450 S University Blvd,80210,Fiber Only,Office - Multi Tenant
52,Bldg-267574,142409.51,27901.6,114507.91,39.553157899999995,-104.8454871,CO,7,12300 Liberty Blvd,80112,Fiber Only,Office - Single Tenant
59,Bldg-141884,140258.36,25972.0,114286.35999999999,39.899484,-105.121096,CO,3,10955 Westmoor Dr,80021,On-Net,Office - Single Tenant
62,Bldg-132739,125149.19,16187.2,108961.99,39.7168684,-104.9960057,CO,1,10 Galapago St,80223,Fiber Only,Office - Single Tenant
63,Bldg-140094,179727.36000000002,73063.0,106664.36000000002,39.745715999999994,-105.03449499999999,CO,2,1820 Lowell Blvd,80204,Fiber Only,Middle School
65,Bldg-109246,123103.23999999999,17642.5,105460.73999999999,39.7514763,-105.0021949,CO,2,1515 Wynkoop St,80202,Type 2,Office - Multi Tenant
67,Bldg-117202,142722.97,37661.8,105061.17,39.588190999999995,-104.832705,CO,6,7059 S Potomac St,80112,Fiber Only,Neutral Data Center
73,Bldg-224004,168961.08000000002,65403.7,103557.38000000002,39.6780809,-105.0186183,CO,2,2626 W Evans Ave,80219,Fiber Only,Middle School
75,Bldg-242930,148077.17,48620.8,99456.37000000001,39.750582,-105.04045,CO,1,2250 Quitman St,80212,Fiber Only,Residential - Multi Tenant
76,Bldg-446883,120585.85,22889.5,97696.35,39.770533,-104.970254,CO,5,3825 N Lafayette St,80205,Fiber Only,Office - Multi Tenant
81,Bldg-059940,134547.1,47378.8,87168.3,39.71881,-104.95681699999999,CO,2,151 Detroit St,80206,Type 2,Office - Multi Tenant
83,Bldg-130593,109665.71,23421.85,86243.86000000002,39.7375803,-104.9881699,CO,2,10 W 14th Avenue Pkwy,80204,Fiber Only,Office - Multi Tenant
85,Bldg-519395,93074.26,12400.0,80674.26,39.702698999999996,-105.141102,CO,2,12791 W Alameda Pkwy,80228,Fiber Only,Office - Multi Tenant
87,Bldg-524020,85729.72,12400.0,73329.72,39.714696,-104.97437099999999,CO,1,1100 E Bayaud Ave,80209,Fiber Only,Residential - Multi Tenant
88,Bldg-137115,78802.65,13480.9,65321.74999999999,39.575014,-104.857225,CO,6,55 Inverness Dr E,80112,Fiber Only,Office - Multi Tenant
94,Bldg-437042,93152.64000000001,27888.1,65264.540000000015,39.7471136,-104.998954,CO,7,1401 Lawrence St,80202,Fiber Only,Office - Multi Tenant
101,Bldg-387604,93645.20000000001,31399.9,62245.30000000001,39.770183,-104.968686,CO,2,3801 N Franklin St,80205,Fiber Only,Office - Multi Tenant
103,Bldg-138039,98593.94,36806.8,61787.14,39.7391149,-104.9411371,CO,3,1400 Jackson St,80206,Fiber Only,Hospital
106,Bldg-116411,153664.45,100569.1,53095.350000000006,39.7175935,-104.76988709999999,CO,7,18201 E Devils Thumb Ave,80011,Fiber Only,Federal Government
113,Bldg-147623,74320.42,22304.95,52015.47,39.751681,-104.998953,CO,3,1550 17th St,80202,Fiber Only,Office - Multi Tenant
116,Bldg-506280,63616.28,12400.0,51216.28,39.637774900000004,-105.0704322,CO,2,6666 W Quincy Ave,80235,Fiber Only,Office - Multi Tenant
118,Bldg-081662,114455.20000000001,67441.9,47013.30000000002,39.5827029,-104.8413286,CO,4,7347 S Revere Pkwy,80112,Type 2,Office - Single Tenant
122,Bldg-233555,62597.87,16765.0,45832.87,40.0176065,-105.27740290000001,CO,1,1375 Walnut St,80302,Fiber Only,Federal Government
123,Bldg-504885,62439.020000000004,21095.8,41343.22,39.5799391,-104.88246840000001,CO,2,9151 E Panorama Cir,80112,Fiber Only,Office - Multi Tenant
125,Bldg-133310,84207.23,44939.5,39267.729999999996,39.910329,-105.1495832,CO,2,11800 Ridge Pkwy,80021,Fiber Only,Office - Multi Tenant
127,Bldg-484090,56270.84,18791.8,37479.03999999999,39.65336370000001,-104.9037237,CO,1,7289 E Hampden Ave,80224,Fiber Only,Office - Multi Tenant
128,Bldg-109242,55348.43,18680.65,36667.78,39.753298,-105.00344299999999,CO,1,1900 16th St,80202,Fiber Only,Office - Multi Tenant
129,Bldg-493263,51259.85,15154.9,36104.95,39.741917,-104.98633500000001,CO,1,26 E 16th Ave,80202,Fiber Only,Retail - Single Tenant
130,Bldg-114209,59008.35,27107.35,31901.0,39.754418799999996,-104.98568770000001,CO,1,2347 Curtis St,80205,Stubbed,Neutral Data Center
131,Bldg-133752,48196.39,16535.05,31661.34,39.72985,-105.01434990000001,CO,2,801 Wyandot St,80204,Fiber Only,Office - Multi Tenant
133,Bldg-483322,56056.24,24444.25,31611.989999999998,39.605078999999996,-104.8866929,CO,1,6162 S Willow Dr,80111,Fiber Only,Office - Multi Tenant
134,Bldg-385738,64605.21,34290.1,30315.11,39.557782399999994,-105.0050108,CO,4,8740 Lucent Blvd,80129,On-Net,Office - Multi Tenant
138,Bldg-491572,41189.17,12400.0,28789.17,39.5692402,-104.82667140000001,CO,1,8100 S Potomac St,80112,Fiber Only,Office - Multi Tenant
139,Bldg-189421,49745.87,21933.7,27812.170000000002,39.743955,-104.9870709,CO,1,1740 Broadway,80274,Fiber Only,Retail - Single Tenant
140,Bldg-137376,53586.11,26560.15,27025.96,39.750831,-105.00003799999999,CO,3,1530 16th St,80202,Fiber Only,Office - Multi Tenant
143,Bldg-233609,49821.15,23116.75,26704.4,39.5671515,-104.8683436,CO,2,200 Inverness Dr W,80112,Fiber Only,Federal Government
145,Bldg-524233,38439.2,12400.0,26039.199999999997,39.7534619,-104.98526670000001,CO,1,2311 Champa St,80205,Fiber Only,Office - Multi Tenant
146,Bldg-361164,56138.369999999995,30262.75,25875.619999999995,39.591969,-104.8368544,CO,3,6801 S Tucson Way,80112,Fiber Only,Office - Multi Tenant
149,Bldg-233556,41037.29,18084.4,22952.89,40.018184000000005,-105.27488000000001,CO,2,1545 Walnut St,80302,Fiber Only,Federal Government
151,Bldg-372154,50972.11,29912.2,21059.91,39.9238024,-105.1171517,CO,1,385 Interlocken Cres,80021,Fiber Only,Office - Multi Tenant
152,Bldg-154742,62434.49,42553.6,19880.89,39.71149929999999,-104.9491422,CO,1,3200 Cherry Creek South Dr,80209,Fiber Only,Office - Multi Tenant
153,Bldg-123470,43164.869999999995,25024.3,18140.569999999996,39.5654977,-104.86180630000001,CO,3,313 Inverness Way S,80112,Fiber Only,Neutral Data Center
156,Bldg-512652,36584.99,18922.75,17662.239999999998,39.72945670000001,-104.9793143,CO,1,800 N Pearl St,80203,Fiber Only,Residential - Multi Tenant
157,Bldg-116694,37914.509999999995,20617.45,17297.059999999994,39.5702968,-104.860405,CO,3,14 Inverness Dr E,80112,Fiber Only,Office - Multi Tenant
160,Bldg-459329,57838.96000000001,40617.7,17221.26000000001,39.594933000000005,-104.823951,CO,2,14200 E Arapahoe Rd,80112,Fiber Only,Clinic
162,Bldg-162009,46315.75,29427.1,16888.65,39.726654100000005,-104.98572279999999,CO,2,123 E Speer Blvd,80203,Fiber Only,Studio/Broadcast Center
164,Bldg-523022,40265.24,24735.4,15529.839999999997,39.7699485,-104.94376799999999,CO,1,3839 Jackson St,80205,On-Net,Office - Multi Tenant
165,Bldg-145322,48430.49,33037.9,15392.589999999997,39.753869,-105.00183,CO,1,1650 Wewatta St,80202,Fiber Only,Office - Multi Tenant
166,Bldg-145691,46254.45,31054.9,15199.549999999996,39.562244799999995,-104.8307705,CO,3,8532 Concord Center Dr,80112,Fiber Only,Office - Multi Tenant
169,Bldg-410979,54188.74,40102.0,14086.739999999998,39.570835200000005,-104.8825127,CO,2,9110 E Nichols Ave,80112,Fiber Only,Office - Multi Tenant
171,Bldg-092146,27182.62,13394.5,13788.119999999999,39.606352,-104.88825,CO,1,6061 S Willow Dr,80111,Fiber Only,Office - Multi Tenant
172,Bldg-524189,24149.15,12400.0,11749.150000000001,39.901409,-104.9947,CO,1,555 W 112th Ave,80234,Fiber Only,High School
173,Bldg-141696,23175.32,12517.45,10657.869999999999,39.751044,-105.00373300000001,CO,3,1400 Wewatta st,80202,On-Net,Office - Multi Tenant
176,Bldg-403636,27465.28,17073.25,10392.029999999999,39.769526,-104.97681100000001,CO,1,3501 Wazee St,80216,Fiber Only,Office - Multi Tenant
177,Bldg-114095,30977.85,20756.5,10221.349999999999,39.743804499999996,-104.98678249999999,CO,2,1700 Broadway,80290,Fiber Only,Office - Multi Tenant
179,Bldg-086965,29260.64,19266.55,9994.09,39.7262702,-105.0067793,CO,3,637 Osage St,80204,Fiber Only,Retail - Single Tenant
182,Bldg-385739,51246.6,41647.3,9599.299999999996,39.578056200000006,-104.8390146,CO,1,12855 E Adam Aircraft Cir,80112,Fiber Only,Office - Multi Tenant
183,Bldg-140646,42815.15,33535.3,9279.849999999999,39.5770328,-104.8631422,CO,2,106 Inverness Circle E,80112,Fiber Only,Office - Multi Tenant
185,Bldg-491980,34576.57,26449.0,8127.57,39.810094,-104.981017,CO,2,495 E 62nd Ave,80216,Fiber Only,Office - Multi Tenant
187,Bldg-199703,24166.89,16139.95,8026.939999999999,39.744633,-104.985868,CO,1,1776 Lincoln St,80203,Fiber Only,Office - Single Tenant
188,Bldg-491867,28046.22,20049.55,7996.670000000002,39.7417468,-105.00938219999999,CO,1,1201 5th St,80204,Fiber Only,Office - Multi Tenant
189,Bldg-110356,34895.14,27144.7,7750.439999999999,39.7494049,-105.00183770000001,CO,2,1444 Wazee St,80202,Fiber Only,Office - Multi Tenant
191,Bldg-464008,31729.260000000002,24892.9,6836.360000000001,39.8978032,-105.11149070000002,CO,3,10155 Westmoor Dr,80021,Fiber Only,Office - Single Tenant
194,Bldg-330453,28904.78,22702.75,6202.029999999999,39.7627804,-104.7899456,CO,1,16921 E 32nd Ave,80011,Restricted,Hotel & Inn
195,Bldg-129511,37296.44,31259.8,6036.640000000003,39.5834139,-104.8690967,CO,2,10333 E Dry Creek Rd,80112,Fiber Only,Office - Multi Tenant
197,Bldg-390541,48793.06,42943.3,5849.759999999995,39.959374200000006,-105.0496443,CO,1,5195 W 144th Ave,80023,Fiber Only,High School
199,Bldg-417782,33645.14,27869.2,5775.939999999999,39.7489981,-104.988549,CO,1,721 19th St,80202,Fiber Only,Federal Government
200,Bldg-506317,42398.0,37520.8,4877.199999999997,39.582924,-104.87382749999999,CO,1,7380 S Clinton St,80112,Fiber Only,Hotel & Inn
201,Bldg-116698,33077.93,28439.35,4638.580000000002,39.6016533,-104.90271659999999,CO,1,7400 E Caley Ave,80111,Fiber Only,Office - Multi Tenant
202,Bldg-417807,24120.809999999998,19577.05,4543.759999999998,39.7448123,-105.1543662,CO,2,13922 Denver West Pkwy,80401,Fiber Only,Federal Government
204,Bldg-108870,24438.39,20514.4,3923.989999999998,39.577096999999995,-104.87395579999999,CO,2,161 Inverness Dr W,80112,Fiber Only,Office - Multi Tenant
206,Bldg-145678,31581.25,28129.0,3452.25,39.7382999,-104.9981449,CO,1,1391 Speer Blvd,80204,Fiber Only,Office - Multi Tenant
207,Bldg-520269,33148.83,29805.1,3343.730000000003,39.753473799999995,-104.9914692,CO,1,2048 Larimer St,80205,Fiber Only,Office - Multi Tenant
208,Bldg-074834,18459.66,15765.1,2694.5599999999995,39.7510918,-104.99459540000001,CO,1,1800 Larimer St,80202,Fiber Only,Office - Multi Tenant
209,Bldg-518623,19910.85,17229.85,2681.0,39.747010499999995,-104.9976078,CO,2,1144 15th St,80202,Fiber Only,Office - Multi Tenant
211,Bldg-144278,20257.31,17814.4,2442.91,39.749066,-104.99888,CO,1,1520 Market St,80202,Fiber Only,Office - Multi Tenant
212,Bldg-359968,22086.93,20135.5,1951.4300000000003,39.7507596,-105.0010535,CO,1,1515 Wazee St,80202,Fiber Only,Office - Multi Tenant
213,Bldg-524248,14125.72,12400.0,1725.7199999999993,39.5669732,-105.1148922,CO,1,10368 W Centennial Rd,80127,Fiber Only,Office - Multi Tenant
214,Bldg-494225,70910.48,69260.5,1649.979999999996,39.920623600000006,-105.06819159999999,CO,1,7 Descombes Dr,80020,On-Net,Office - Single Tenant
215,Bldg-116646,19179.82,18257.2,922.619999999999,39.6205145,-104.8907751,CO,2,5299 Dtc Blvd,80111,Fiber Only,Office - Multi Tenant
217,Bldg-359359,70910.48,70049.5,860.9799999999959,39.920171999999994,-105.06903100000001,CO,1,1 Descombes Dr,80020,Fiber Only,Local/State Government
218,Bldg-111511,26873.14,26377.45,495.6899999999987,39.58683,-104.87449099999999,CO,1,9800 E Easter Ave,80112,Fiber Only,Office - Multi Tenant
219,Bldg-487682,25930.74,25543.6,387.14000000000306,39.74913370000001,-105.0013973,CO,1,1421 Blake St,80202,Fiber Only,Office - Multi Tenant
220,Bldg-518572,30976.01,31147.45,-171.44000000000233,39.7477027,-104.8075917,CO,1,2022 Helena St,80011,Fiber Only,Office - Multi Tenant
221,Bldg-523728,11610.95,12400.0,-789.0499999999993,39.7797583,-104.9194876,CO,1,4570 Ivy St,80216,On-Net,Office - Single Tenant
222,Bldg-352629,31235.65,32253.4,-1017.75,39.7267795,-105.20603729999999,CO,1,560 Golden Ridge Rd,80401,Type 2,Office - Multi Tenant
223,Bldg-520401,13992.15,15092.8,-1100.6499999999996,39.789786,-105.109903,CO,1,5145 Kipling St,80033,Fiber Only,Office - Multi Tenant
224,Bldg-512178,41069.04,42343.6,-1274.5599999999977,39.734085,-104.99838500000001,CO,1,1120 Santa Fe Dr,80204,Fiber Only,Office - Multi Tenant
225,Bldg-510929,14100.15,15560.35,-1460.2000000000007,39.73223839999999,-105.01482109999999,CO,1,970 Yuma St,80204,Fiber Only,Office - Multi Tenant
226,Bldg-132281,12486.14,14520.85,-2034.710000000001,39.629024,-104.896001,CO,1,7900 E Union Ave,80237,Fiber Only,Office - Multi Tenant
227,Bldg-511069,21224.95,23277.4,-2052.4500000000007,39.7378618,-104.97957659999999,CO,1,1350 N Pearl St,80203,Fiber Only,Office - Multi Tenant
228,Bldg-507664,25481.6,27702.25,-2220.6500000000015,39.590273100000005,-104.96078059999999,CO,1,6997 S University Blvd,80122,Fiber Only,Retail - Single Tenant
229,Bldg-138040,25091.39,27446.2,-2354.8100000000013,39.740521,-104.98839,CO,1,225 E 16th Ave,80203,Fiber Only,Office - Multi Tenant
230,Bldg-423782,17698.2,20119.3,-2421.0999999999985,39.617407,-104.90143400000001,CO,2,5455 Landmark Pl,80111,Fiber Only,Office - Multi Tenant
232,Bldg-518731,16479.61,18961.45,-2481.84,39.6227549,-105.01542350000001,CO,1,5211 S Santa Fe Dr,80120,Fiber Only,Office - Single Tenant
233,Bldg-336932,58341.92,61061.5,-2719.5800000000017,39.759366,-105.043499,CO,2,2950 Tennyson St,80212,Fiber Only,Cell Site
235,Bldg-263024,15180.75,18161.35,-2980.5999999999985,39.7446999,-104.99330590000001,CO,1,1555 California St,80202,Fiber Only,Residential - Multi Tenant
236,Bldg-440351,19005.97,21996.7,-2990.7299999999996,39.7396091,-105.077642,CO,1,7275 W Colfax Ave,80214,Fiber Only,Office - Multi Tenant
237,Bldg-506322,28256.39,31265.8,-3009.41,39.7853158,-104.9912825,CO,1,4849 Bannock St,80216,Fiber Only,Hotel & Inn
238,Bldg-119939,17136.67,20516.65,-3379.980000000003,39.578486299999994,-104.8623864,CO,1,96 Inverness Dr E,80112,Fiber Only,Office - Multi Tenant
239,Bldg-200787,13064.63,16806.85,-3742.2199999999993,39.741842,-104.979095,CO,1,625 E 16th Ave,80203,Fiber Only,Office - Single Tenant
240,Bldg-484283,28295.42,32150.8,-3855.380000000001,39.723984200000004,-105.14353740000001,CO,2,555 Zang St,80228,Fiber Only,Office - Multi Tenant
242,Bldg-488207,20320.7,24374.05,-4053.3499999999985,39.7531094,-104.99727879999999,CO,1,1800 Wazee St,80202,Fiber Only,Office - Single Tenant
243,Bldg-131302,20822.11,25162.45,-4340.34,39.548165999999995,-104.862099,CO,1,11045 E Lansing Cir,80112,Fiber Only,Office - Multi Tenant
244,Bldg-372097,15554.96,19919.5,-4364.540000000001,39.7443842,-104.9831447,CO,1,1776 N Grant St,80203,Fiber Only,Retail: Sm Shopping Mall
245,Bldg-123491,9676.28,14188.3,-4512.019999999999,39.7524255,-104.9971183,CO,1,1755 Blake St,80202,Fiber Only,Office - Multi Tenant
246,Bldg-479924,26453.58,31191.4,-4737.82,39.5536422,-104.994483,CO,2,8910 Ridgeline Blvd,80129,Fiber Only,Office - Single Tenant
248,Bldg-436613,22808.23,27614.05,-4805.82,39.753885,-105.00257009999999,CO,1,1601 Wewatta St,80202,Fiber Only,Office - Multi Tenant
249,Bldg-131205,7997.59,12911.2,-4913.610000000001,39.678421,-104.937968,CO,1,4260 E Evans Ave,80222,Fiber Only,Office - Multi Tenant
250,Bldg-132279,9523.62,14753.95,-5230.33,39.616889,-104.895902,CO,1,5555 DTC Pkwy,80111,Fiber Only,Office - Multi Tenant
251,Bldg-505697,8579.12,14474.95,-5895.83,39.5642703,-104.820417,CO,1,14300 Grasslands Dr,80112,Fiber Only,Office - Single Tenant
252,Bldg-127815,25621.85,31517.8,-5895.950000000001,39.755484700000004,-105.0085423,CO,1,2300 15th St,80202,Fiber Only,Office - Multi Tenant
253,Bldg-386317,47983.96,53929.6,-5945.639999999999,39.6989126,-104.9861007,CO,2,990 S Broadway,80209,Fiber Only,Retail - Single Tenant
255,Bldg-487721,27028.8,33043.6,-6014.799999999999,39.734444,-104.9813716,CO,1,1133 N Pennsylvania St,80203,Fiber Only,Office - Multi Tenant
256,Bldg-507771,5741.28,12400.0,-6658.72,39.7205537,-105.11796640000001,CO,1,West 6th and Kipling St - Bldg 53,80215,On-Net,Federal Government
257,Bldg-068378,18559.28,25458.1,-6898.82,39.6070092,-104.8981979,CO,1,5970 Greenwood Plaza Blvd,80111,Fiber Only,Office - Multi Tenant
258,Bldg-523633,5275.76,12400.0,-7124.24,39.53158,-104.76611,CO,1,10235 S Park Glenn Way,80138,Fiber Only,Office - Single Tenant
259,Bldg-203013,16457.09,24212.05,-7754.959999999999,39.723490000000005,-104.98798700000002,CO,1,445 Broadway,80203,Fiber Only,Office - Single Tenant
260,Bldg-523634,4352.9,12400.0,-8047.1,39.779094,-104.946126,CO,1,4460 Madison St,80216,Fiber Only,Office - Multi Tenant
261,Bldg-384776,16844.25,25316.35,-8472.099999999999,39.759105,-104.781817,CO,0,17689 E 30th Ave,80011,On-Net,Office - Single Tenant
262,Bldg-141691,23673.190000000002,32244.55,-8571.359999999997,39.6105083,-104.89127590000001,CO,2,8515 E Orchard Rd,80111,Fiber Only,Office - Multi Tenant
264,Bldg-243086,28137.73,37229.2,-9091.469999999998,39.736261,-105.068766,CO,0,6500 W 13th Ave,80214,Fiber Only,Residential - Multi Tenant
265,Bldg-224053,228575.08000000002,237916.6,-9341.51999999999,39.7844295,-104.7805357,CO,2,4800 Telluride St,80249,Fiber Only,High School
267,Bldg-483174,8032.54,17684.35,-9651.809999999998,39.7478381,-104.99257790000001,CO,1,1717 Champa St,80202,Fiber Only,Office - Multi Tenant
268,Bldg-488173,14330.2,24000.1,-9669.899999999998,39.75300429999999,-104.99463349999999,CO,1,1401 19th St,80202,Fiber Only,Office - Multi Tenant
269,Bldg-505080,14959.09,24686.35,-9727.259999999998,39.7603,-104.98449850000002,CO,1,2714 Walnut St,80205,Fiber Only,Office - Multi Tenant
270,Bldg-233608,13350.64,23092.0,-9741.36,39.5786265,-104.86660049999999,CO,1,116 Inverness Dr E,80112,Fiber Only,Federal Government
271,Bldg-390564,18536.66,28369.0,-9832.34,39.762369799999995,-104.9437429,CO,1,3751 Martin Luther King Blvd,80205,Fiber Only,Elementary School
272,Bldg-484042,25348.89,35346.4,-9997.510000000002,39.5604741,-105.00487690000001,CO,1,1320 Plum Valley Ln,80129,Fiber Only,Office - Multi Tenant
273,Bldg-138044,20048.98,30218.2,-10169.220000000001,39.7513946,-104.99338279999999,CO,1,1875 Lawrence St,80202,Fiber Only,Office - Multi Tenant
274,Bldg-512715,16760.75,26953.0,-10192.25,39.594147899999996,-104.8440372,CO,2,12450 E Arapahoe Rd,80112,Fiber Only,Office - Multi Tenant
276,Bldg-109235,16190.56,26954.8,-10764.24,39.7499044,-104.9989529,CO,1,1400 16th St,80202,Type 2,Office - Multi Tenant
277,Bldg-146480,17742.61,28547.5,-10804.89,39.756435499999995,-104.9942814,CO,1,2001 Blake St,80205,On-Net,Office - Multi Tenant
278,Bldg-174102,13802.33,24694.45,-10892.12,39.5640055,-104.8705504,CO,1,8320 S Valley Hwy,80112,Fiber Only,Hotel & Inn
279,Bldg-132286,24465.52,35432.8,-10967.280000000002,39.6045499,-104.90123429999998,CO,1,6041 S Syracuse Way,80111,Fiber Only,Office - Multi Tenant
280,Bldg-509699,19153.84,30146.2,-10992.36,39.8499938,-104.99589170000002,CO,1,8412 Huron St,80260,Fiber Only,High School
281,Bldg-390513,19444.88,30488.65,-11043.77,39.8422485,-104.9794457,CO,1,591 E 80th Ave,80229,Fiber Only,High School
282,Bldg-522378,29010.14,40145.2,-11135.059999999998,39.914138,-105.11804199999999,CO,1,10851 W 120th Ave,80021,Fiber Only,High School
283,Bldg-484804,5988.39,17165.95,-11177.560000000001,39.574115899999995,-104.856921,CO,1,44 Inverness Dr E,80112,Fiber Only,Office - Multi Tenant
284,Bldg-512148,7187.22,18530.35,-11343.129999999997,39.798657399999996,-104.9788051,CO,1,665 E 56th Ave,80216,Fiber Only,Office - Multi Tenant
285,Bldg-233507,21731.15,33120.4,-11389.25,39.7616196,-104.76091,CO,1,8005 S Chester St,80112,Fiber Only,Office - Multi Tenant
286,Bldg-422207,12089.15,24049.6,-11960.449999999999,39.5797102,-104.874802,CO,1,155 Inverness Dr W,80112,Fiber Only,Office - Single Tenant
287,Bldg-484307,11461.2,23944.75,-12483.55,39.708959,-105.0803778,CO,1,7444 W Alaska Dr,80226,Fiber Only,Office - Multi Tenant
288,Bldg-490273,32346.25,44840.2,-12493.949999999997,39.795930600000005,-104.98067160000001,CO,2,480 E 55th Ave,80216,Fiber Only,Office - Multi Tenant
290,Bldg-493946,15120.83,27751.75,-12630.92,39.7707926,-104.97861429999999,CO,1,3513 Brighton Blvd,80216,Fiber Only,Office - Multi Tenant
291,Bldg-146274,32033.93,44894.5,-12860.57,39.604544,-104.90011499999999,CO,1,6161 S Syracuse Way,80111,Fiber Only,Office - Multi Tenant
292,Bldg-158871,20300.8,33186.4,-12885.600000000002,39.7310859,-104.8273197,CO,1,900 Potomac St,80011,Fiber Only,Hospital
293,Bldg-233610,11773.21,24948.7,-13175.490000000002,39.569603,-104.86129,CO,1,345 Inverness Dr S,80112,Fiber Only,Federal Government
294,Bldg-159530,18506.82,31845.7,-13338.880000000001,39.7875977,-105.0323727,CO,1,3333 Regis Blvd,80221,Fiber Only,College/University
295,Bldg-506452,11958.15,25394.2,-13436.050000000001,39.777258700000004,-104.9146827,CO,1,6300 E Stapleton Dr S,80216,Fiber Only,Office - Multi Tenant
296,Bldg-359027,19314.95,32845.0,-13530.05,39.600384000000005,-104.891084,CO,1,6399 S Fiddlers Green Cir,80111,Type 2,Office - Multi Tenant
297,Bldg-387939,14881.14,28807.0,-13925.86,39.9192997,-104.9988643,CO,1,955 W 122nd Ave,80234,On-Net,Office - Multi Tenant
298,Bldg-494229,12263.23,27145.6,-14882.369999999999,39.7536104,-105.00215370000001,CO,1,1600 Wewatta St,80202,Fiber Only,Office - Multi Tenant
299,Bldg-510205,10559.42,25500.4,-14940.980000000001,39.920048,-105.089096,CO,1,1660 W Midway Blvd,80020,Fiber Only,Retail - Single Tenant
300,Bldg-517912,24738.1,39877.0,-15138.900000000001,39.7211512,-104.8231434,CO,1,350 N Blackhawk St,80011,Fiber Only,Office - Multi Tenant
301,Bldg-225352,22120.7,37576.6,-15455.899999999998,39.912002,-105.03349399999999,CO,1,11800 Lowell Blvd,80031,Fiber Only,High School
302,Bldg-502856,22742.51,38438.5,-15695.990000000002,39.9111471,-105.1486256,CO,1,11802 Ridge Pkwy,80021,Fiber Only,Office - Multi Tenant
303,Bldg-117178,35500.1,51262.9,-15762.800000000003,39.735451,-105.1203618,CO,1,10811 W Collins Ave,80215,Fiber Only,Office - Multi Tenant
304,Bldg-522388,26658.61,43278.7,-16620.089999999997,39.9170652,-105.0092038,CO,1,1865 W 121st Ave,80234,Fiber Only,High School
305,Bldg-137944,39319.89,55948.9,-16629.010000000002,39.587472,-104.84289,CO,3,7103 S Revere Pkwy,80112,On-Net,Office - Multi Tenant
