,Building ID,X36 NPV_x,Estimated Build Cost,Profit Including Build Cost,Latitude,Longitude,State,Number of Accounts,Street Address,Postal Code,Net Classification,Type
318,Bldg-507552,43193.54,60731.68,-17538.14,33.9416761,-84.5077824,GA,1,425 Franklin Gtwy SE,30067,Fiber Only,Office - Multi Tenant
319,Bldg-519669,15604.28,33362.8,-17758.520000000004,33.944989,-84.131426,GA,1,3805 Crestwood Pkwy NW,30096,Fiber Only,Office - Single Tenant
320,Bldg-061780,18181.04,36527.44,-18346.4,33.899387100000006,-84.463563,GA,1,260 Interstate North Cir SE,30339,Type 2,Office - Multi Tenant
321,Bldg-200707,26208.89,44612.08,-18403.190000000002,33.7824886,-84.39267840000001,GA,1,1050 Techwood Dr NW Bldg A,30318,Fiber Only,Office - Single Tenant
322,Bldg-061869,6653.5,25764.16,-19110.66,33.9808715,-84.3479188,GA,1,365 Northridge Rd,30350,Type 2,Office - Multi Tenant
323,Bldg-487507,15270.93,34410.16,-19139.230000000003,33.963142100000006,-84.20146629999999,GA,1,3174 Corners North Ct,30071,Fiber Only,Office - Multi Tenant
324,Bldg-110874,8293.21,27587.92,-19294.71,33.8024612,-84.4148877,GA,1,1800 Howell Mill Rd NW,30318,Fiber Only,Office - Multi Tenant
325,Bldg-483237,11281.95,30972.88,-19690.93,33.6416338,-84.3932176,GA,1,107 Charles W Grant Pkwy,30354,Fiber Only,Office - Multi Tenant
326,Bldg-115586,9739.76,30339.28,-20599.519999999997,33.76074129999999,-84.38927840000001,GA,1,230 Spring St NW,30303,Fiber Only,Office - Multi Tenant
327,Bldg-511546,20380.39,41222.08,-20841.690000000002,34.006497700000004,-84.0664027,GA,1,1200 Northbrook Pkwy,30024,Fiber Only,Office - Multi Tenant
328,Bldg-505444,24160.42,45272.8,-21112.380000000005,33.7066171,-84.6028244,GA,1,1845 Westgate Pkwy SW,30336,Fiber Only,Office - Multi Tenant
329,Bldg-488178,27750.12,49179.52,-21429.399999999998,34.007936,-84.610721,GA,1,1325 Cobb International Dr NW,30152,Fiber Only,Office - Multi Tenant
330,Bldg-422826,46072.24,67607.68,-21535.439999999995,33.764435999999996,-84.362808,GA,1,746 Willoughby Way NE,30312,Fiber Only,Office - Multi Tenant
331,Bldg-509740,35450.81,57108.64,-21657.83,33.6332682,-84.4645517,GA,1,2300 W Point Ave,30337,Fiber Only,Office - Multi Tenant
332,Bldg-428963,27989.989999999998,50350.48,-22360.490000000005,34.0406307,-84.5709942,GA,2,245 Townpark Dr NW,30144,Fiber Only,Office - Multi Tenant
334,Bldg-446607,29125.96,51547.84,-22421.879999999997,33.9623287,-84.2227676,GA,1,157 Technology Pkwy,30092,Fiber Only,Office - Multi Tenant
335,Bldg-199527,14608.44,37060.24,-22451.799999999996,33.906594,-84.34889,GA,1,1100 Johnson Ferry Rd NE Bldg 2,30342,Fiber Only,Office - Single Tenant
336,Bldg-484758,13582.25,36608.8,-23026.550000000003,33.9784589,-84.2246115,GA,1,5250 Triangle Pkwy,30092,Fiber Only,Office - Multi Tenant
337,Bldg-178507,32881.5,56967.52,-24086.019999999997,33.6608765,-84.4339023,GA,1,1365 Hardin Ave,30344,Fiber Only,Hotel & Inn
338,Bldg-484226,9492.07,33681.28,-24189.21,34.102007,-84.210376,GA,1,220 Curie Dr,30005,Fiber Only,Office - Multi Tenant
339,Bldg-068698,17627.9,42218.08,-24590.18,33.9086614,-84.3604381,GA,1,200 Glenridge Point Pkwy,30342,Type 2,Office - Multi Tenant
340,Bldg-141201,15486.17,40333.12,-24846.950000000004,33.9806565,-84.0810005,GA,1,5900 Sugarloaf Pkwy,30043,Fiber Only,Retail: Sm Shopping Mall
341,Bldg-062021,40504.73,66574.0,-26069.269999999997,33.989337,-84.521465,GA,1,1955 W Oak Cir,30062,Type 2,Office - Single Tenant
342,Bldg-513057,11989.69,39095.2,-27105.509999999995,34.000936700000004,-84.0896448,GA,1,2775 Premiere Pkwy,30097,Fiber Only,Office - Multi Tenant
343,Bldg-505154,38838.2,67624.24,-28786.040000000008,33.986657799999996,-84.3426134,GA,1,8302 Dunwoody Pl,30350,Fiber Only,Office - Multi Tenant
344,Bldg-514408,58670.5,90830.8,-32160.300000000003,33.606952899999996,-84.52894930000001,GA,1,4280 Stacks Rd,30349,Fiber Only,Office - Multi Tenant
345,Bldg-135162,34115.66,66856.96,-32741.300000000003,33.79158820000001,-84.3955622,GA,1,271 17th St NW,30363,Stubbed,Office - Multi Tenant
346,Bldg-513616,31210.63,63969.04,-32758.41,33.868264,-84.474308,GA,1,2780 Bert Adams Rd,30339,Fiber Only,Office - Multi Tenant
347,Bldg-238139,19472.11,53312.08,-33839.97,33.958579,-84.215182,GA,1,22 Technology Pkwy S,30092,Fiber Only,Office - Multi Tenant
348,Bldg-127410,16798.95,51280.96,-34482.009999999995,33.7489528,-84.3904934,GA,1,55 Trinity Ave SW,30303,Fiber Only,Office - Multi Tenant
349,Bldg-061875,45925.32,81417.52,-35492.200000000004,34.0595316,-84.2844016,GA,1,2520 Northwinds Pkwy,30009,Type 2,Clinic
350,Bldg-131674,62346.729999999996,99234.4,-36887.67,34.0274516,-84.0294538,GA,2,2695 Vista Ridge Dr,30024,Stubbed,Office - Multi Tenant
352,Bldg-166407,24281.15,61526.56,-37245.409999999996,33.9611042,-84.207072,GA,1,5200 Peachtree Industrial Blvd,30071,Fiber Only,Hotel & Inn
353,Bldg-512969,20433.62,61697.44,-41263.82000000001,33.9695464,-84.2243128,GA,1,5570 Spalding Dr,30092,Fiber Only,Office - Multi Tenant
354,Bldg-110791,59764.4,103161.52,-43397.12,33.68,-84.426847,GA,1,1170 Cleveland Ave,30344,Fiber Only,Hospital
355,Bldg-513773,16316.6,59855.68,-43539.08,33.701376,-84.38555600000001,GA,1,2000 Lakewood Ave SE,30315,Fiber Only,Stadium/Arena
356,Bldg-360161,34073.38,78507.04,-44433.659999999996,34.048961299999995,-84.3094062,GA,1,1150 Sanctuary Pkwy,30009,Fiber Only,Office - Single Tenant
357,Bldg-061944,28709.87,79745.44,-51035.57000000001,34.06539179999999,-84.2897772,GA,1,11675 Rainwater Dr,30009,Type 2,Office - Multi Tenant
358,Bldg-068644,22175.97,74085.28,-51909.31,34.112124,-84.234087,GA,3,1500 Bluegrass Lakes Pkwy,30004,Type 2,Retail - Single Tenant
361,Bldg-061946,35778.55,96929.2,-61150.649999999994,34.063635,-84.288454,GA,1,11625 Rainwater Dr,30009,Type 2,Office - Multi Tenant
362,Bldg-496046,12048.86,85080.16,-73031.3,33.9537076,-84.2191269,GA,1,3170 Reps Miller Rd,30071,Fiber Only,Office - Multi Tenant
363,Bldg-061790,10445.96,90486.88,-80040.92000000001,34.0587569,-84.2901561,GA,1,2300 Lakeview Pkwy,30009,Type 2,Office - Multi Tenant
364,Bldg-178788,30162.91,116730.64,-86567.73,33.9219977,-84.213233,GA,1,5970 Jimmy Carter Blvd,30071,Fiber Only,Hotel & Inn
365,Bldg-237365,19848.83,138235.12,-118386.29,33.868626,-84.536292,GA,1,562 Concord Rd SE,30082,Fiber Only,Hospital
366,Bldg-231754,0.0,947540.32,-947540.32,33.4805616,-84.5089571,GA,1,400 Veterans Pkwy,30214,Type 2,Office - Single Tenant
